kode,nama,nama_latin,asal,kategori,tipe,keterangan,air_g,energi_kal,protein_g,lemak_g,karbo_g,serat_g,abu_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,b_kar_mcg,kar_total_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vit_c_mg,status_energi,status_protein,status_kalsium,status_besi,skor_gizi_anak
GR042,"Ikan lemuru, segar (Bali sardinella, fresh)",Sardinella lemuru,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,76.0,112.0,20.0,3.0,0.0,0.0,1.0,20.0,100.0,1.0,29.0,201.0,0.2,0.7,30.0,0.0,4.0,0.05,0.1,0.8,0.0,Kurang,Lebih,Kurang,Kurang,0.1041
GR043,"Ikan lidah, segar (Flatfishes, fresh)",Cynoglossus spp.,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,78.3,104.0,15.6,3.2,2.0,0.0,0.9,30.0,143.0,2.0,29.0,201.0,0.2,0.7,33.0,2.0,0.0,0.03,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.0922
GP018,"Ikan lomak asin, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,21.6,258.0,40.3,2.3,18.9,0.0,16.9,140.0,279.0,2.3,6.0,485.1,2.3,0.7,0.0,2.0,4.0,0.1,0.3,6.0,0.0,Kurang,Lebih,Kurang,Kurang,0.2475
GR044,"Ikan malalugis, segar",-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,75.6,99.0,20.6,1.4,0.9,1.4,1.5,164.0,330.0,0.5,76.0,282.0,0.2,0.9,661.0,2.0,4.0,0.3,0.02,0.5,0.0,Kurang,Lebih,Kurang,Kurang,0.1382
GR045,"Ikan mamar merah, segar",-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,75.0,115.0,15.3,4.0,4.4,0.0,1.3,60.0,190.0,1.6,120.0,240.0,0.2,1.0,0.0,2.0,4.0,0.2,0.1,0.1,0.0,Kurang,Cukup,Kurang,Kurang,0.101
GP019,Ikan Mas pepes,-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,57.5,209.0,15.2,11.3,11.8,0.5,4.3,686.0,530.0,6.1,74.0,276.7,0.1,1.9,3.0,2.0,315.0,0.13,0.1,2.4,0.0,Kurang,Cukup,Lebih,Cukup,0.2996
GR046,"Ikan mas, segar (Common carp, fresh)",Cyprinus carpio,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,80.0,86.0,16.0,2.0,0.0,0.0,2.0,20.0,150.0,2.0,65.0,276.7,0.1,1.1,45.0,8.0,4.0,0.05,0.1,2.6,0.0,Kurang,Cukup,Kurang,Kurang,0.086
GR047,"Ikan mayong, segar",-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,78.2,97.0,17.9,2.0,0.4,0.0,1.5,40.0,100.0,2.5,29.0,201.0,0.2,0.7,21.0,2.0,0.0,0.1,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.1019
GP020,Ikan mujahir goreng,-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,44.7,416.0,46.9,23.9,0.0,0.0,2.2,346.0,654.0,0.9,54.0,278.9,0.0,0.2,12.0,3.0,8.0,0.12,0.1,2.2,0.0,Kurang,Lebih,Cukup,Kurang,0.3632
GP021,Ikan Mujahir pepes,-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,73.7,121.0,21.7,2.8,0.8,0.0,1.0,83.0,248.0,1.6,58.0,265.8,0.0,0.3,8.0,2.0,6.0,0.0,0.1,1.9,0.0,Kurang,Lebih,Kurang,Kurang,0.1301
GP022,"Ikan mujahir, dendeng, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,15.2,582.0,68.3,15.2,37.2,0.0,14.1,3.0,1.0,4.3,29.0,201.0,0.2,0.7,15.0,2.0,20.0,0.27,0.1,0.8,0.0,Cukup,Lebih,Kurang,Cukup,0.4022
GR048,"Ikan mujahir, segar (Mozambique tilapia, fresh)",Oreochromis mossambicus,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,79.7,89.0,18.7,1.0,0.0,0.0,1.1,96.0,209.0,1.5,51.0,265.8,0.0,0.2,6.0,3.0,5.0,0.03,0.1,2.0,0.0,Kurang,Cukup,Kurang,Kurang,0.1142
GR049,"Ikan nasu metti, segar",-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,65.3,154.0,16.8,5.0,10.5,1.4,2.4,80.0,244.0,1.6,421.0,488.0,0.2,1.2,0.0,2.0,4.0,0.47,0.15,9.6,0.0,Kurang,Cukup,Kurang,Kurang,0.1221
GR050,"Ikan oci, kembung, segar (Indian mackerels, fresh)",Rastrellliger kanagurta,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,71.4,125.0,21.3,3.4,2.2,1.4,1.7,136.0,69.0,0.8,214.0,245.0,0.2,1.1,0.0,2.0,4.0,0.26,0.03,0.2,0.0,Kurang,Lebih,Kurang,Kurang,0.1414
GR051,"Ikan paling, segar",-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,58.0,303.0,14.0,27.0,0.0,0.0,1.0,20.0,200.0,1.0,43.0,201.0,0.2,0.7,485.0,0.0,4.0,0.1,0.1,0.8,2.0,Kurang,Cukup,Kurang,Kurang,0.1373
GP023,"Ikan Papuyu, bakar",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,66.6,152.0,17.6,6.1,6.7,0.0,3.0,244.0,227.0,3.4,320.0,224.0,0.2,1.0,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.1711
GR052,"Ikan papuyu/ betok, segar (Climbing perch, fresh)",Anabas testudineus,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,75.0,120.0,14.3,4.9,4.6,0.0,1.2,329.0,436.0,1.5,240.0,169.0,0.8,1.1,0.0,0.0,4.0,0.0,0.05,3.1,0.0,Kurang,Cukup,Cukup,Kurang,0.1679
GP024,"Ikan Patin, bakar",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,70.3,144.0,17.5,6.3,4.3,1.4,1.6,191.0,232.0,1.4,379.0,230.0,0.1,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.1497
GR053,"Ikan patin, segar (Striped catfish, fresh)",Pangasanodon hypopthalmus,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,74.4,132.0,17.0,6.6,1.1,0.0,0.9,31.0,173.0,1.6,77.0,346.0,0.7,0.8,0.0,7.0,4.0,0.2,0.03,1.7,0.0,Kurang,Cukup,Kurang,Kurang,0.104
GP025,"Ikan peda banjar, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,46.0,156.0,28.0,4.0,2.0,0.0,20.0,174.0,316.0,3.1,59.0,368.8,0.0,0.5,33.0,4.0,4.0,0.1,0.1,4.7,0.0,Kurang,Lebih,Kurang,Kurang,0.1884
GP026,"Ikan pepetek, mentah (Ponyfish, fresh)",Leiognathus spp.,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,33.0,176.0,32.0,4.4,2.0,0.0,28.6,120.0,200.0,1.0,79.0,1.0,0.2,0.7,15.0,2.0,4.0,0.05,0.1,2.4,0.0,Kurang,Lebih,Kurang,Kurang,0.1881
GP027,"Ikan Pindang banjar, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,59.0,157.0,28.0,4.2,1.8,0.0,7.0,50.0,100.0,1.0,29.0,201.0,0.2,0.7,45.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Kurang,Kurang,0.1513
GP028,"Ikan Pindang benggol, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,57.0,170.0,31.0,4.2,0.0,0.0,7.8,50.0,100.0,1.0,29.0,201.0,0.2,0.7,45.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Kurang,Kurang,0.1651
GP029,"Ikan Pindang layang, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,60.0,153.0,30.0,2.8,0.0,0.0,7.2,60.0,200.0,3.0,29.0,201.0,0.2,0.7,61.0,2.0,4.0,0.07,0.1,0.8,0.0,Kurang,Lebih,Kurang,Kurang,0.1647
GP030,"Ikan Pindang selar, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,60.0,142.0,27.0,3.0,0.0,0.0,10.0,60.0,200.0,3.0,29.0,201.0,0.2,0.7,61.0,2.0,4.0,0.07,0.1,0.8,0.0,Kurang,Lebih,Kurang,Kurang,0.1515
GR054,"Ikan pomo, segar",-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,68.3,147.0,22.5,5.2,2.6,1.4,1.4,80.0,230.0,1.3,29.0,380.0,0.2,0.7,89.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Kurang,Kurang,0.1385
GR055,"Ikan puntin, segar (Bagrdi catfish, fresh)",Bagrichthys spp.,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,81.1,76.0,14.4,1.1,2.2,1.4,1.2,28.0,166.0,0.0,29.0,325.0,0.1,0.6,0.0,2.0,4.0,0.31,0.11,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.0747
GP032,"Ikan sale lais, mentah (Sheatfish)",Kryptopterus spp.,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,12.4,415.0,61.3,17.6,2.9,0.0,5.8,258.0,919.0,7.0,381.0,488.0,17.6,1.0,0.0,2.0,0.0,0.03,0.1,17.3,0.0,Kurang,Lebih,Kurang,Cukup,0.4046
GP031,"Ikan sale, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,8.5,534.0,40.2,39.3,4.9,2.0,7.1,199.0,1.0,2.7,673.0,673.0,0.3,2.6,0.0,410.0,0.0,0.02,0.5,0.0,0.0,Cukup,Lebih,Kurang,Kurang,0.3405
GP033,"Ikan saluang, kering, mentah (Rasborafish)",Rasbora spp.,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,33.6,284.0,34.1,9.9,14.6,0.0,7.8,1.0,1.0,9.5,1.0,263.0,1.3,18.7,0.0,2.0,4.0,0.49,0.03,0.8,0.0,Kurang,Lebih,Kurang,Lebih,0.2168
GR056,"Ikan saluang, segar (Rasboras fish, fresh)",Rasbora spp.,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,74.8,113.0,13.9,4.9,3.4,0.0,3.0,642.0,646.0,1.9,51.0,182.0,0.8,3.6,0.0,2.0,4.0,0.21,0.02,1.8,0.0,Kurang,Cukup,Lebih,Kurang,0.2462
GP034,"Ikan sanggang, masakan",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,42.6,240.0,21.7,7.7,20.7,1.4,7.3,159.0,362.0,9.8,2.0,159.0,1.5,8.8,0.0,2.0,4.0,0.51,0.02,0.8,0.0,Kurang,Lebih,Kurang,Lebih,0.2042
GR057,"Ikan sarden, segar (Herrings, fresh)",Sardinella spp.,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,72.7,109.0,19.9,1.8,3.4,0.0,2.2,95.0,597.0,1.3,266.0,227.0,0.3,2.0,195.0,0.0,4.0,0.26,0.03,4.4,0.0,Kurang,Lebih,Kurang,Kurang,0.123
GP035,"Ikan selar kuning, cue, mentah (Black-banded trevally)",Seriolima nigrofasciata,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,59.0,138.0,27.0,3.3,0.0,0.0,0.7,50.0,100.0,2.0,29.0,201.0,0.2,0.7,45.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Kurang,Kurang,0.1452
GP036,"Ikan selar, kering, mentah (Trevally yellow-banded)",Selaroides spp.,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,43.0,194.0,38.0,3.5,0.0,0.0,15.5,20.0,200.0,1.0,29.0,201.0,0.2,0.7,0.0,0.0,4.0,0.01,0.1,0.8,0.0,Kurang,Lebih,Kurang,Kurang,0.1876
GR058,"Ikan selar, segar (Scadfish, fresh)",Selaroides spp.,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,75.4,100.0,18.8,2.2,0.0,0.0,3.6,40.0,179.0,0.5,43.0,392.6,0.1,0.3,45.0,0.0,4.0,0.37,0.2,3.4,0.0,Kurang,Lebih,Kurang,Kurang,0.1006
GP037,"Ikan sepat, kering, mentah (Siamese gourami)",Trichopodus pectoralis,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,30.0,289.0,38.0,14.0,0.0,0.0,18.0,40.0,100.0,0.7,29.0,201.0,0.2,0.7,0.0,0.0,4.0,0.0,0.1,0.8,0.0,Kurang,Lebih,Kurang,Kurang,0.2185
GR059,"Ikan sepat, segar (Snakeskin gourami, fresh)",Trichopodus pectoralis,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,78.8,84.0,15.2,0.6,4.7,0.0,0.8,68.0,171.0,2.1,211.0,198.0,0.7,0.6,0.0,0.0,4.0,0.16,0.03,1.9,0.0,Kurang,Cukup,Kurang,Kurang,0.0953
GR060,"Ikan sidat, segar (Shortfin Eel, fresh)",Anguilla bicolor,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,71.3,81.0,11.4,1.9,3.8,0.0,11.6,118.0,174.0,3.0,46.0,245.9,0.0,1.5,15.0,0.0,0.0,0.0,0.4,3.2,0.0,Kurang,Cukup,Kurang,Kurang,0.0969
GP038,"Ikan sunu, asin, mentah (Coral trout)",Plectopromus leopardus,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,34.7,199.0,34.1,3.8,7.1,1.4,20.3,94.0,92.0,2.2,377.0,57.0,0.1,3.2,2.0,2.0,4.0,1.5,0.13,7.2,0.0,Kurang,Lebih,Kurang,Kurang,0.198
GR061,"Ikan sunu, segar (Leopard coralgrouper, fresh)",Plectopromus leopardus,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,75.5,111.0,13.3,3.4,6.7,1.4,1.1,86.0,174.0,1.2,91.0,197.0,0.0,0.6,309.0,2.0,4.0,1.03,0.1,0.2,0.0,Kurang,Cukup,Kurang,Kurang,0.0988
GR062,"Ikan tahuman, segar",-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,77.4,88.0,15.9,0.9,4.1,0.0,1.8,221.0,223.0,0.0,24.0,364.0,0.4,0.7,0.0,2.0,4.0,0.2,0.25,1.6,0.0,Kurang,Cukup,Kurang,Kurang,0.1327
GR063,"Ikan tarmon, segar",-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,76.7,96.0,19.5,1.1,2.0,0.0,0.8,9.0,129.0,0.3,43.0,154.0,0.1,0.5,0.0,2.0,4.0,0.15,0.02,1.7,0.0,Kurang,Lebih,Kurang,Kurang,0.0933
GR064,"Ikan telan, segar (spiny eel, fresh)",Mastacembelus unicolor,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,75.3,95.0,15.8,0.7,6.5,0.0,1.7,503.0,354.0,0.2,58.0,294.0,1.6,1.2,0.0,2.0,4.0,0.18,0.02,1.9,0.0,Kurang,Cukup,Cukup,Kurang,0.2074
GR065,"Ikan tembang, segar (Bonga shad, fresh)",Ethmalosa fimbriata,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,65.0,204.0,16.0,15.0,0.0,0.0,4.0,20.0,200.0,2.0,341.0,291.0,0.4,2.6,30.0,0.0,4.0,0.05,0.0,5.6,0.0,Kurang,Cukup,Kurang,Kurang,0.119
GR066,"Ikan tempahas, segar",-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,78.9,101.0,15.1,4.1,1.0,0.0,0.9,32.0,163.0,0.0,50.0,320.0,0.7,0.6,0.0,2.0,4.0,0.02,0.05,1.5,0.0,Kurang,Cukup,Kurang,Kurang,0.085
GR067,"Ikan terbang, segar (Flyingfishes, fresh)",Cypselurus spp.,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,76.1,98.0,19.6,1.7,1.0,0.0,1.6,90.0,190.0,0.6,90.0,320.0,0.1,0.5,39.0,0.0,4.0,0.0,0.1,0.1,0.0,Kurang,Lebih,Kurang,Kurang,0.1158
GP040,"Ikan Teri nasi, kering, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,34.5,144.0,32.5,0.6,0.0,0.0,32.4,1.0,1.0,3.0,312.0,201.0,0.2,0.7,61.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Kurang,Kurang,0.1554
GP041,"Ikan Teri, bubuk, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,15.0,277.0,60.0,2.3,1.8,0.0,20.9,1.0,1.0,3.0,29.0,201.0,0.2,0.7,90.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Kurang,Kurang,0.2851
GP042,"Ikan teri, kering, mentah (Anchovy)",Engraulis spp.,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,37.8,170.0,33.4,3.0,0.0,0.0,25.8,1.0,1.0,3.6,29.0,201.0,0.2,0.7,64.0,2.0,4.0,0.15,0.1,0.8,0.0,Kurang,Lebih,Kurang,Cukup,0.1673
GP043,"Ikan Teri, kering, tawar, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,16.7,331.0,68.7,4.2,0.0,0.0,10.4,2.0,1.0,23.4,29.0,201.0,0.2,0.7,61.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Kurang,Lebih,0.3827
GR068,"Ikan teri, segar (Anchovies, fresh)",Engraulis spp.,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,80.0,74.0,10.3,1.4,4.1,0.0,4.2,972.0,253.0,3.9,554.0,126.1,305.2,0.2,13.0,0.0,28.0,0.24,0.1,1.9,0.0,Kurang,Cukup,Lebih,Cukup,0.3132
GP044,"Ikan Teri, tepung, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,5.2,347.0,48.8,6.4,19.6,0.0,20.0,4.0,1.0,18.6,29.0,201.0,0.2,0.7,61.0,0.0,130.0,1.12,0.1,0.8,0.0,Kurang,Lebih,Kurang,Lebih,0.3083
GR069,"Ikan titang, segar (Spotted scat,fresh)",Scathopagus argus,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,78.8,82.0,17.4,0.4,2.3,0.0,1.1,145.0,130.0,1.8,110.0,275.0,0.1,0.8,581.0,2.0,4.0,0.64,0.03,1.5,0.0,Kurang,Cukup,Kurang,Kurang,0.1212
GR070,"Ikan tongkol, segar (Tuna, fresh)",Euthynnus affinis,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,74.7,100.0,13.7,1.5,8.0,0.0,2.1,92.0,606.0,1.7,202.0,227.0,0.2,1.6,181.0,0.0,4.0,0.35,0.03,6.6,0.0,Kurang,Cukup,Kurang,Kurang,0.0999
GR071,"Ikan turi, segar",-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,76.9,96.0,19.2,2.0,0.2,1.4,2.1,340.0,340.0,0.8,370.0,300.0,0.1,2.0,26.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Cukup,Kurang,0.1787
HP004,"Ikan, telur, asin, mentah (Roe, (fish egg), fresh)",Moolgarda seheli,-,Telur,Olahan (Processed),-,37.8,358.0,20.7,26.4,9.4,0.0,5.7,48.0,311.0,15.1,2.0,59.0,0.4,3.0,1.0,0.0,4.0,0.21,0.54,2.1,0.0,Kurang,Lebih,Kurang,Lebih,0.219
GP039,"Ikan, tepung, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,4.3,316.0,60.1,6.5,22.4,0.0,6.7,3.0,1.0,16.6,29.0,201.0,0.2,0.7,320.0,0.0,0.0,0.0,0.1,0.8,0.0,Kurang,Lebih,Kurang,Lebih,0.3322
AP050,Intip goreng,-,-,Serealia,Olahan (Processed),Nasi kering dengan gula merah,6.5,474.0,7.6,21.6,62.3,1.2,2.0,36.0,64.0,2.5,0.0,38.0,0.05,0.5,0.0,0.0,200.0,0.25,0.03,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1716
FP006,"Itik alabio, daging, dendeng, mentah",-,-,Daging,Olahan (Processed),-,12.7,496.0,30.3,33.5,18.4,1.4,5.1,135.0,370.0,12.5,1.0,478.0,0.7,0.3,0.0,0.0,4.0,0.1,0.1,0.8,0.0,Kurang,Lebih,Kurang,Lebih,0.3056
AP051,Jagung gerontol,-,-,Serealia,Olahan (Processed),"Pipil jagung kering direbus disajikan dengan kelapa parut, gula pasir, dan garam",61.7,156.0,2.7,1.3,33.3,1.0,0.8,51.0,105.0,1.2,29.0,201.0,0.2,0.7,0.0,2.0,162.0,0.08,0.0,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.0667
AR016,"Jagung kuning pipil, kering, mentah (Corn, yellow, raw)",Zea mays,-,Serealia,Mentah (Raw),-,11.5,366.0,9.8,7.3,69.1,2.2,2.4,30.0,538.0,2.3,5.0,79.4,0.1,4.1,0.0,636.0,641.0,0.12,0.12,1.8,3.0,Kurang,Cukup,Kurang,Kurang,0.1468
AP012,"Jagung kuning pipil, rebus",-,-,Serealia,Olahan (Processed),-,63.7,154.0,3.8,3.5,28.4,0.7,0.6,7.0,171.0,0.5,5.0,56.4,0.1,4.4,0.0,818.0,234.0,0.08,0.1,1.7,0.0,Kurang,Kurang,Kurang,Kurang,0.0567
AP011,"Jagung kuning, tepung",-,-,Serealia,Olahan (Processed),-,12.0,355.0,9.2,3.9,73.7,7.2,1.2,10.0,256.0,2.4,11.0,24.4,0.23,1.7,0.0,0.0,510.0,0.38,0.02,0.3,0.0,Kurang,Kurang,Kurang,Kurang,0.1368
DR085,"Jagung muda / semi, segar (Baby corn, fresh)",Zea mays,-,Sayuran,Mentah (Raw),-,89.5,35.0,2.2,0.1,7.4,1.9,0.8,7.0,100.0,0.5,353.0,230.2,0.1,0.8,0.0,23.0,200.0,0.08,0.16,0.9,8.0,Kurang,Kurang,Kurang,Kurang,0.018
AR015,"Jagung muda, kuning, mentah (Corn,baby, yellow, raw)",Zea mays,-,Serealia,Mentah (Raw),-,61.8,147.0,5.1,0.7,31.5,1.3,0.9,6.0,122.0,1.1,5.0,33.6,0.13,0.9,0.0,113.0,261.0,0.24,0.1,0.8,9.0,Kurang,Kurang,Kurang,Kurang,0.0604
AP010,"Jagung muda, rebus",-,-,Serealia,Olahan (Processed),-,53.2,142.0,5.0,0.7,30.3,0.8,0.8,5.0,105.0,0.8,5.0,24.3,0.2,0.9,0.0,145.0,225.0,0.15,0.0,0.7,0.0,Kurang,Kurang,Kurang,Kurang,0.0577
AR017,"Jagung pipil var. harapan, kering (Corn, dried, raw)",Zea mays,-,Serealia,Mentah (Raw),-,11.3,367.0,6.2,5.1,76.2,2.6,1.2,7.0,354.0,2.8,1.0,79.6,0.1,4.1,0.0,637.0,385.0,0.19,0.08,1.0,0.0,Kurang,Kurang,Kurang,Kurang,0.1303
AR018,"Jagung pipil var. metro, kering (Corn, dried, raw)",Zea mays,-,Serealia,Mentah (Raw),-,10.6,368.0,5.5,4.6,78.0,2.9,1.3,7.0,300.0,2.4,1.0,80.2,0.1,4.1,0.0,642.0,554.0,0.16,0.08,1.0,0.0,Kurang,Kurang,Kurang,Kurang,0.1272
AP052,Jagung titi,-,NTT,Serealia,Olahan (Processed),Jagung pipil disangrai kemudian dipipihkan,9.2,374.0,9.4,2.2,79.1,0.8,0.1,14.0,142.0,2.9,29.0,201.0,9.0,0.7,0.0,2.0,11.0,0.2,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.1451
NR018,"Jahe, segar (Ginger, root)",Zingiber afficinale,-,Bumbu,Mentah (Raw),-,55.0,51.0,1.5,1.0,10.1,12.0,1.2,21.0,39.0,1.6,12.0,441.7,0.48,0.7,0.0,0.0,9.0,0.02,0.17,3.3,4.0,Kurang,Kurang,Kurang,Kurang,0.0266
AR019,"Jali, mentah (Job's tear/adlay, raw)",Coix lacryma-jobi,-,Serealia,Mentah (Raw),-,23.0,324.0,11.0,4.0,61.0,3.1,1.0,213.0,176.0,11.0,24.0,201.0,0.1,0.4,0.0,2.0,4.0,0.14,0.08,1.8,0.0,Kurang,Cukup,Kurang,Lebih,0.2087
MP008,"Jam, selai (Jam)",-,-,Konfeksioneri,Olahan (Processed),-,34.0,239.0,0.5,0.6,64.5,1.0,0.4,20.0,20.0,1.0,30.0,73.1,0.09,0.0,0.0,0.0,4.0,0.01,0.07,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.074
GP070,"Jambal goreng, masakan",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,13.4,286.0,48.5,9.2,2.3,1.4,26.6,207.0,457.0,3.3,29.0,201.0,0.2,0.7,109.0,2.0,160.0,0.4,0.1,3.1,0.0,Kurang,Lebih,Kurang,Kurang,0.3027
ER030,"Jambu air, segar (Roseapple, fresh)",Syzygium aqueum,-,Buah,Mentah (Raw),-,87.0,46.0,0.6,0.2,11.8,2.1,0.8,8.0,9.0,1.1,11.0,321.2,0.2,0.1,0.0,92.0,4.0,0.02,0.38,4.6,5.0,Kurang,Kurang,Kurang,Kurang,0.0176
ER031,"Jambu biji (Guava, fresh)",Psidium guajava,-,Buah,Mentah (Raw),-,86.0,49.0,0.9,0.3,12.2,2.4,0.6,14.0,28.0,1.1,10.0,52.8,0.02,0.3,0.0,27.0,25.0,0.02,0.03,0.8,87.0,Kurang,Kurang,Kurang,Kurang,0.0209
ER032,"Jambu bj putih tdk brbj (Guava, white, seedles, fresh)",Psidium guajava,-,Buah,Mentah (Raw),-,82.8,61.0,0.9,0.3,15.4,4.5,0.6,31.0,41.0,0.2,20.0,103.0,0.04,0.5,0.0,53.0,18.0,1.02,0.06,1.3,116.0,Kurang,Kurang,Kurang,Kurang,0.0263
ER033,"Jambu bol, segar (Malay Apple, fresh)",Syzygium  malaccensis,-,Buah,Mentah (Raw),-,87.1,49.0,2.3,0.2,9.6,3.5,0.8,8.0,8.0,0.3,1.0,14.0,0.0,0.0,0.0,92.0,4.0,0.13,0.01,0.5,22.0,Kurang,Kurang,Kurang,Kurang,0.022
ER034,"Jambu monyet, segar (Cashew apple, fresh)",Anacardium occidentale,-,Buah,Mentah (Raw),-,82.6,64.0,0.7,0.6,15.8,1.2,0.3,4.0,13.0,0.5,12.0,107.8,0.2,0.7,0.0,1.0,25.0,0.02,0.0,2.0,197.0,Kurang,Kurang,Kurang,Kurang,0.0203
AR021,"Jampang huma, mentah (Ragi millet, raw)",Eleusine indica,-,Serealia,Mentah (Raw),-,11.7,350.0,6.2,1.4,78.2,1.7,2.5,329.0,254.0,5.3,53.0,396.7,0.7,1.6,0.0,33.0,4.0,0.51,0.3,0.7,0.0,Kurang,Kurang,Cukup,Cukup,0.2149
DR086,Jamur encik,-,-,Sayuran,Mentah (Raw),-,24.8,296.0,9.4,1.1,62.0,1.4,2.7,5.0,277.0,5.3,2.0,0.0,0.2,3.1,0.0,2.0,4.0,1.1,0.1,0.8,0.0,Kurang,Cukup,Kurang,Cukup,0.1272
DR087,"Jamur kuping, kering (fungus, earwood, dried)",Auricularia auricula-judae,-,Sayuran,Mentah (Raw),-,14.9,294.0,16.0,0.9,64.6,46.5,3.6,51.0,223.0,6.7,174.0,726.1,0.29,5.5,0.0,11.0,0.0,0.11,0.6,2.7,0.0,Kurang,Cukup,Kurang,Cukup,0.1643
DR088,"Jamur kuping, segar (fungus, earwod, fresh)",Auricularia auricula-judae,-,Sayuran,Mentah (Raw),-,93.7,21.0,3.8,0.6,0.9,5.1,1.0,3.0,94.0,1.7,17.0,33.4,0.19,0.1,0.0,1.0,0.0,0.1,0.09,0.1,5.0,Kurang,Kurang,Kurang,Kurang,0.0216
